"type","rating","rat_detail","rat_year","rat_type","name","capacity","current","remain","waiting","phone","addr_si","addr_gu","addr_st","addr_old","lon_x","lat_y"
"노인요양시설(개정법)","D","보통","2015","정기평가","선화요양원",42,41,1,0,"02-2655-1888","서울특별시","강서구","등촌로 183 3층","등촌동",37.5462134,126.8622513
"노인요양공동생활가정","D","보통","2015","정기평가","성북노인요양원",9,9,0,0,"02-922-3389","서울특별시","성북구","삼선교로11길 36","삼선동4가",37.5891152,127.0106781
"노인요양공동생활가정","D","보통","2015","정기평가","성북노인요양원2호점",9,9,0,0,"02-922-3389","서울특별시","성북구","삼선교로11길 36 2층","삼선동4가",37.5891152,127.0106781
"노인요양시설(개정법)","D","보통","2015","정기평가","성신노인요양원",26,26,0,0,"02-929-8538","서울특별시","성북구","동소문로13나길 110","동소문동7가",37.5961463,127.0150161
"노인요양공동생활가정","D","보통","2015","정기평가","송파그린요양원",9,9,0,1,"02-408-4070","서울특별시","송파구","성내천로 208","마천동, 신안빌딩 3층",37.5001773,127.1508158
"노인요양공동생활가정","D","보통","2015","정기평가","송파그린요양원2",9,9,0,1,"02-408-4070","서울특별시","송파구","성내천로 208 2층","마천동",37.5001773,127.1508158
"노인요양공동생활가정","D","보통","2015","정기평가","시니어 실버타운 1",9,9,0,0,"02-802-8020","서울특별시","금천구","독산로 217 4층","독산동",37.4661066,126.9015505
"노인요양공동생활가정","D","보통","2015","정기평가","시니어 실버타운 2",9,9,0,0,"02-802-8020","서울특별시","금천구","독산로 217 5층","독산동",37.4661066,126.9015505
"노인요양공동생활가정","D","보통","2015","정기평가","은빛노인요양공동생활가정4",9,9,0,0,"02-402-1005","서울특별시","송파구","거마로 99 4층","마천동",37.5016223,127.1480228
"노인요양공동생활가정","D","보통","2015","정기평가","은빛샘",9,7,2,0,"02-849-9139","서울특별시","영등포구","디지털로 386","대림동, 1층, 2층",37.4913037,126.9022649
"노인요양시설(개정법)","D","보통","2015","정기평가","일광노인요양센터",27,26,1,4,"02-742-0755","서울특별시","성북구","보문로31길 70","삼선동3가",37.5869005,127.0134724
"노인요양공동생활가정","D","보통","2015","정기평가","정성노인요양원",9,9,0,0,"02-822-8636","서울특별시","동작구","보라매로 89","신대방동, 5층",37.4973349,126.9276298
"노인요양공동생활가정","D","보통","2015","정기평가","정성요양원",9,9,0,0,"02-822-8636","서울특별시","동작구","보라매로 89","신대방동, 6층",37.4973349,126.9276298
"노인요양공동생활가정","D","보통","2015","정기평가","제일요양원",9,9,0,0,"02-856-7339","서울특별시","관악구","난곡로 272","신림동",37.4782707,126.9154079
"노인요양공동생활가정","D","보통","2015","정기평가","제일요양원2",9,9,0,0,"02-856-7339","서울특별시","관악구","난곡로 272 2층","신림동",37.4782707,126.9154079
"노인요양공동생활가정","D","보통","2015","정기평가","청남노인요양공동생활가정",9,9,0,0,"02-817-0760","서울특별시","동작구","강남초등8길 20 4층","상도1동",37.5052406,126.9510103
"노인요양공동생활가정","D","보통","2015","정기평가","포도나무실버타운1호점",9,9,0,0,"02-413-1147","서울특별시","송파구","가락로 2","석촌동, 6층",37.4976259,127.0969313
"노인요양공동생활가정","D","보통","2015","정기평가","포도나무실버타운2호점",7,7,0,0,"02-413-1147","서울특별시","송파구","가락로 2","석촌동, 6층",37.4976259,127.0969313
"노인요양공동생활가정","D","보통","2015","정기평가","포도나무실버타운3호점",9,9,0,0,"02-420-1286","서울특별시","송파구","가락로 2 5층","석촌동",37.4976259,127.0969313
"노인요양공동생활가정","D","보통","2015","정기평가","포도나무실버타운4호점",7,6,1,0,"02-420-1286","서울특별시","송파구","가락로 2 5층","석촌동",37.4976259,127.0969313
"노인요양공동생활가정","D","보통","2015","정기평가","한보리노인요양센타",9,9,0,0,"02-830-0678","서울특별시","관악구","난향길 5","신림동, 태성빌딩 3층",37.4626859,126.9185189
"노인요양공동생활가정","D","보통","2015","정기평가","행복실버요양원2호점",9,9,0,0,"02-956-6275","서울특별시","도봉구","방학로 159 5층","방학동, 하나빌딩",37.6622557,127.0344199
"노인요양공동생활가정","D","보통","2015","정기평가","행복요양원2",9,7,2,0,"02-3666-5511","서울특별시","구로구","경인로23길 8 6층","오류동, 대서프라자",37.4967581,126.8440292
"노인요양공동생활가정","D","보통","2015","정기평가","행복요양원3",8,5,3,0,"02-3666-5511","서울특별시","구로구","경인로23길 8 6층","오류동, 대서프라자",37.4967581,126.8440292
"노인요양시설(개정법)","D","보통","2015","정기평가","혜민실버타운",43,43,0,32,"02-3425-3636","서울특별시","광진구","자양로13길 13","자양동",37.5352127,127.0831776
"노인요양시설(개정법)","D","보통","2015","정기평가","희망요양원",28,18,10,0,"02-902-2626","서울특별시","도봉구","덕릉로59길 20","창동",37.6406968,127.0384971
"노인요양공동생활가정","D","보통","2016","수시평가","(A+)강동포도나무요양원",9,9,0,0,"02-427-6888","서울특별시","강동구","상암로 195 2층201호","명일동, 에이플러스빌딩",37.5465885,127.1441673
"노인요양시설(개정법)","D","보통","2016","수시평가","THE/더 어르신요양원",29,29,0,12,"02-485-4701","서울특별시","강동구","천호대로 1240-9","둔촌동",37.5360263,127.1488932
"노인요양공동생활가정","E","미흡","2016","수시평가","가족사랑1",9,8,1,0,"02-846-0722","서울특별시","영등포구","도신로 204 4층","신길동",37.5111397,126.9139224
"노인요양공동생활가정","E","미흡","2016","수시평가","가족사랑2",8,8,0,0,"02-844-0722","서울특별시","영등포구","도신로 204 3층","신길동",37.5111397,126.9139224
"노인요양공동생활가정","E","미흡","2016","수시평가","강변케어센터",9,8,1,0,"02-6405-7118","서울특별시","광진구","구의강변로 35 6층","구의동, 삼진빌딩",37.5338928,127.0913471
"노인요양공동생활가정","D","보통","2016","수시평가","강이보이는요양원",7,7,0,0,"02-2686-8291","서울특별시","구로구","개봉로 4 5층","개봉동",37.4860633,126.8567677
"노인요양공동생활가정","E","미흡","2016","수시평가","거목노인요양원",9,9,0,0,"02-904-7782","서울특별시","강북구","한천로 1160 4층","수유동",37.6475252,127.0165749
"노인요양공동생활가정","E","미흡","2016","수시평가","거목실버홈",9,9,0,0,"02-904-7782","서울특별시","강북구","한천로 1160 3층","수유동",37.6475252,127.0165749
"노인요양공동생활가정","E","미흡","2016","수시평가","거목요양홈",8,7,1,1,"02-904-7782","서울특별시","강북구","한천로 1160 3층","수유동",37.6475252,127.0165749
"노인요양시설(개정법)","E","미흡","2016","수시평가","광진원광실버센터",15,15,0,0,"070-7011-9132","서울특별시","광진구","아차산로63길 35","구의동",37.5409756,127.0920114
"노인요양공동생활가정","D","보통","2016","수시평가","굿모닝요양원",9,8,1,0,"02-956-1357","서울특별시","도봉구","도봉로 765","도봉동, 가동",37.672653,127.0437505
"노인요양공동생활가정","D","보통","2016","수시평가","그린공동생활가정",8,7,1,0,"02-2605-5978","서울특별시","강서구","화곡로 225 2층","화곡동",37.5453859,126.8442995
"노인요양공동생활가정","D","보통","2016","수시평가","금천햇살요양원",9,9,0,0,"02-852-5176","서울특별시","금천구","시흥대로 487 2층","독산동",37.4770616,126.8982777
"노인요양시설(개정법)","D","보통","2016","수시평가","길요양원",80,77,3,0,"02-939-6993","서울특별시","노원구","한글비석로15길 48","중계동",37.6563066,127.0734423
"노인요양공동생활가정","D","보통","2016","수시평가","너싱홈 돌봄과간호2",9,8,1,0,"02-931-3657","서울특별시","노원구","동일로 1550","상계동",37.6668721,127.057533
"노인요양공동생활가정","D","보통","2016","수시평가","노블레스요양센터1",9,9,0,1,"02-456-0268","서울특별시","광진구","용마산로 105 3층","중곡동",37.563005,127.0867184
"노인요양공동생활가정","D","보통","2016","수시평가","노블레스요양센터2",9,8,1,0,"02-456-0268","서울특별시","광진구","용마산로 105 2층","중곡동",37.563005,127.0867184
"노인요양공동생활가정","D","보통","2016","수시평가","노원사랑요양원1",9,8,1,0,"02-977-2468","서울특별시","노원구","동일로174길 44 301호","공릉동",NA,NA
"노인요양공동생활가정","D","보통","2016","수시평가","노원사랑요양원2",9,9,0,0,"02-977-2468","서울특별시","노원구","동일로174길 44 302호","공릉동",NA,NA
"노인요양공동생활가정","E","미흡","2016","수시평가","노원사랑요양원3",9,9,0,0,"02-977-2487","서울특별시","노원구","동일로174길 44 201호","공릉동",NA,NA
"노인요양공동생활가정","E","미흡","2016","수시평가","노원사랑요양원4",9,0,9,0,"02-977-2497","서울특별시","노원구","동일로174길 44 202호","공릉동",NA,NA
"노인요양시설(개정법)","D","보통","2016","수시평가","노원요양복지원",45,44,1,2,"02-938-0001","서울특별시","노원구","노원로 464","상계동",37.6578393,127.0662526
"노인요양공동생활가정","E","미흡","2016","수시평가","노원효사랑요양원",7,7,0,0,"02-979-3225","서울특별시","노원구","동일로173가길 37","공릉동, 선석빌딩 4층",37.6198731,127.0730689
"노인요양공동생활가정","E","미흡","2016","수시평가","녹번실버",9,9,0,0,"02-389-7875","서울특별시","은평구","통일로57길 5-10","녹번동",37.6041577,126.9339669
"노인요양공동생활가정","D","보통","2016","수시평가","늘편한요양원",9,9,0,0,"02-474-3033","서울특별시","강동구","구천면로 318 3층","천호동, 성산빌딩",37.5477288,127.1353294
"노인요양공동생활가정","D","보통","2016","수시평가","다복공동생활가정",8,7,1,0,"02-2605-5976","서울특별시","강서구","화곡로 225 4층","화곡동",37.5453859,126.8442995
"노인요양공동생활가정","D","보통","2016","수시평가","동그라미요양센터2호점",9,9,0,0,"02-989-7582","서울특별시","도봉구","방학로3길 103 3층","쌍문동, 춘광빌딩",37.6584998,127.039113
"노인요양공동생활가정","E","미흡","2016","수시평가","두레노인요양원",9,8,1,0,"02-2207-7500","서울특별시","중랑구","신내로 45","신내동, 해성빌딩701호",37.6031035,127.0955377
"노인요양공동생활가정","E","미흡","2016","수시평가","두레노인요양원B",9,8,1,0,"02-2207-7500","서울특별시","중랑구","신내로 45 6충층","신내동, 해성빌딩",NA,NA
"노인요양공동생활가정","E","미흡","2016","수시평가","두레노인요양원C",9,8,1,0,"02-2207-7500","서울특별시","중랑구","신내로 45 5층","신내동, 해성빌딩",37.6031035,127.0955377
"노인요양시설(개정법)","D","보통","2016","수시평가","러빙케어",28,28,0,0,"02-939-8300","서울특별시","노원구","상계로1길 54-4","상계동, 센트럴타워 207",37.6580999,127.0617375
"노인요양시설(개정법)","D","보통","2016","수시평가","로뎀복지요양원",39,38,1,0,"02-802-9012","서울특별시","금천구","시흥대로59길 20","시흥동",37.4534204,126.899574
"노인요양시설(개정법)","E","미흡","2016","수시평가","마추미실버케어 응암점",55,53,2,3,"02-302-2282","서울특별시","은평구","응암로13길 11-7","응암동, 메트로타워 3층, 4층, 5층, 10층, 11층",37.5891975,126.916409
"노인요양공동생활가정","D","보통","2016","수시평가","맑은공동생활가정",8,8,0,0,"02-3664-2012","서울특별시","강서구","화곡로 225 6층","화곡동",37.5453859,126.8442995
"노인요양공동생활가정","E","미흡","2016","수시평가","맑은샘요양원",9,8,1,1,"02-2244-2552","서울특별시","동대문구","한천로37길 19 2층","답십리동, 창승빌딩 A동",37.5762805,127.066501
"노인요양공동생활가정","E","미흡","2016","수시평가","명성노인복지센터",9,9,0,0,"02-915-2335","서울특별시","성북구","보국문로4길 8","정릉동",37.605188,127.0119772
"노인요양시설(개정법)","D","보통","2016","수시평가","므두셀라실버타운",39,37,0,7,"02-2201-8259","서울특별시","광진구","능동로 360","중곡동",37.561293,127.0820715
"노인요양시설(개정법)","D","보통","2016","수시평가","미성요양원",75,74,1,7,"02-856-8009","서울특별시","관악구","난곡로63가길 42","신림동",37.4791462,126.9141945
"노인요양공동생활가정","E","미흡","2016","수시평가","번동노인요양원",9,9,0,10,"02-987-6827","서울특별시","강북구","한천로105길 24 202동2층","번동",37.6264586,127.0453644
"노인요양공동생활가정","D","보통","2016","수시평가","보금자리요양센터",8,8,0,1,"02-915-2556","서울특별시","성북구","장월로1길 60","상월곡동, 동덕빌딩 4층",37.6059975,127.0448604
"노인요양공동생활가정","D","보통","2016","수시평가","보라매요양원3호점",9,9,0,0,"02-811-0055","서울특별시","동작구","보라매로 88 3층","신대방동",37.4971293,126.9281157
"노인요양공동생활가정","E","미흡","2016","수시평가","사랑의 집",9,8,1,0,"02-715-9020","서울특별시","용산구","효창원로15길 24","산천동",37.5363174,126.9535363
"노인요양공동생활가정","E","미흡","2015","정기평가","사랑의집",9,9,0,0,"02-579-7582","서울특별시","서초구","탑성말길 26","염곡동",37.4568711,127.0578123
"노인요양공동생활가정","D","보통","2016","수시평가","사랑이있는집노인요양공동생활가정",9,9,0,1,"02-456-0775","서울특별시","광진구","용마산로8마길 7-10","중곡동",37.5607786,127.0902261
"노인요양공동생활가정","E","미흡","2016","수시평가","샬렘요양원",9,9,0,1,"02-333-7599","서울특별시","마포구","서강로1길 12-9","창전동, 6, 7층",37.5490477,126.9310562
"노인요양시설(개정법)","D","보통","2016","수시평가","서울실버케어노인요양원",45,38,7,0,"02-931-4450","서울특별시","노원구","한글비석로44길 31 2,3,4층","상계동",NA,NA
"노인요양공동생활가정","D","보통","2016","수시평가","설화요양원",9,9,0,0,"02-703-5540","서울특별시","마포구","만리재로 115","공덕동, 6,7층",37.5503811,126.9606097
"노인요양공동생활가정","D","보통","2016","수시평가","성북노인요양원3호점",9,7,2,0,"02-922-3389","서울특별시","성북구","삼선교로11길 36 3층","삼선동4가",37.5891152,127.0106781
"노인요양공동생활가정","D","보통","2016","수시평가","소망요양원1",9,9,0,0,"02-866-9191","서울특별시","구로구","구로동로28길 87 2층","구로동",37.4916057,126.8886897
"노인요양공동생활가정","E","미흡","2016","수시평가","소망요양원2",9,9,0,0,"02-866-9191","서울특별시","구로구","구로동로28길 87 2층","구로동",37.4916057,126.8886897
"노인요양공동생활가정","D","보통","2016","수시평가","수노인요양공동생활가정1호점",9,7,2,0,"02-3494-6786","서울특별시","도봉구","도당로 80 5층","방학동",37.6648122,127.0363238
"노인요양공동생활가정","D","보통","2016","수시평가","수노인요양공동생활가정2호점",7,7,0,0,"02-3494-6786","서울특별시","도봉구","도당로 80 5층","방학동",37.6648122,127.0363238
"노인요양공동생활가정","E","미흡","2015","정기평가","실버캐슬",9,9,0,0,"02-805-0533","서울특별시","금천구","시흥대로 202","시흥동",37.4519241,126.9021343
"노인요양공동생활가정","D","보통","2016","수시평가","실버캐슬 요양센터",9,9,0,0,"02-805-0533","서울특별시","금천구","시흥대로 202","시흥동, 대의빌딩 6층",37.4519241,126.9021343
"노인요양공동생활가정","E","미흡","2016","수시평가","실버행복생활",9,8,1,0,"02-3676-5509","서울특별시","종로구","창경궁로16길 32","연지동, 4층",37.5743724,126.9992309
"노인요양시설(개정법)","E","미흡","2016","수시평가","써니요양원",38,32,6,0,"02-305-2385","서울특별시","은평구","증산로15길 26","신사동",37.5896159,126.9105682
"노인요양공동생활가정","D","보통","2016","수시평가","어르신이행복한세상요양센터01호",9,9,0,0,"02-2646-3898","서울특별시","양천구","신월로 338","신정동, 원빌딩2층",37.5214991,126.8585237
"노인요양공동생활가정","D","보통","2016","수시평가","어르신이행복한세상요양센터02호",9,9,0,0,"02-2646-3898","서울특별시","양천구","신월로 338","신정동, 원빌딩 2층",37.5214991,126.8585237
"노인요양공동생활가정","D","보통","2016","수시평가","에덴실버요양원",8,7,1,0,"02-407-1768","서울특별시","송파구","송이로 198-1","문정동",37.4900929,127.1278512
"노인요양공동생활가정","D","보통","2016","수시평가","에덴요양원",9,9,0,0,"02-866-4801","서울특별시","관악구","조원로16길 33 401호","신림동, 중앙빌딩",30.343632,-93.206521
"노인요양공동생활가정","E","미흡","2016","수시평가","연궁너싱홈",9,9,0,0,"02-323-4333","서울특별시","서대문구","증가로 49","연희동, 2층",37.5722223,126.9288674
"노인요양공동생활가정","D","보통","2016","수시평가","예덕선요양원",9,8,1,0,"02-2603-9620","서울특별시","양천구","신월로 191 5층","신월동, 정세빌딩",37.5198779,126.8438661
"노인요양공동생활가정","E","미흡","2016","수시평가","예사랑노인요양원",9,7,2,0,"02-992-6800","서울특별시","도봉구","도봉로125길 94","쌍문동, 삼화빌딩 3층",37.6565581,127.0377803
"노인요양공동생활가정","D","보통","2016","수시평가","우리사랑노인요양공동생활가정",9,8,1,0,"02-962-7934","서울특별시","동대문구","휘경로12길 81","휘경동",37.5918642,127.0609606
"노인요양공동생활가정","D","보통","2016","수시평가","우리요양원",8,8,0,0,"02-2659-9911","서울특별시","양천구","공항대로 594 3층","목동, 사라제이빌딩",37.547352,126.8706626
"노인요양시설(개정법)","D","보통","2016","수시평가","워커힐케어센터",46,46,0,0,"02-447-7118","서울특별시","광진구","아차산로 634 7층","광장동, 대오빌딩",37.5489532,127.1082846
"노인요양공동생활가정","D","보통","2016","수시평가","은나무요양원",9,9,0,0,"02-2212-3712","서울특별시","동대문구","한천로 77","답십리동, 일신빌딩 3층",37.568599,127.0631794
"노인요양공동생활가정","D","보통","2016","수시평가","은빛노인요양공동생활가정1",9,9,0,0,"02-402-1005","서울특별시","송파구","거마로 99 5층","마천동",37.5016223,127.1480228
"노인요양공동생활가정","D","보통","2016","수시평가","은빛노인요양공동생활가정2",9,9,0,0,"02-402-1005","서울특별시","송파구","거마로 99 6층","마천동",37.5016223,127.1480228
"노인요양공동생활가정","D","보통","2016","수시평가","은빛노인요양공동생활가정3",9,9,0,0,"02-402-1005","서울특별시","송파구","거마로 99 2층","마천동",37.5016223,127.1480228
"노인요양공동생활가정","D","보통","2016","수시평가","은파요양원",9,8,1,0,"02-2212-3712","서울특별시","동대문구","한천로 77","답십리동, 일신빌딩 3층",37.568599,127.0631794
"노인요양시설(개정법)","D","보통","2016","수시평가","은평효실버요양원",22,18,4,0,"02-383-1001","서울특별시","은평구","연서로 17","역촌동",37.6005993,126.9157454
"노인요양공동생활가정","D","보통","2016","수시평가","은혜요양원",9,8,1,0,"02-481-3038","서울특별시","강동구","양재대로124길 41","길동",37.5427623,127.1444849
"노인요양시설(개정법)","D","보통","2016","수시평가","정다운요양원",29,29,0,0,"02-2603-6566","서울특별시","양천구","오목로 208","신정동",37.5253696,126.8605407
"노인요양시설(개정법)","D","보통","2016","수시평가","정릉노인요양원",44,44,0,0,"02-6243-3000","서울특별시","성북구","정릉로12길 69","정릉동",37.6058527,127.0025275
"노인요양시설(개정법)","D","보통","2016","수시평가","지케어노인요양센터",29,25,4,0,"02-333-2510","서울특별시","구로구","중앙로 60","고척동, 강산메디칼프라자 6층, 7층",37.5030259,126.8625146
"노인요양공동생활가정","D","보통","2016","수시평가","평화의쉼터",9,8,1,0,"02-3476-0377","서울특별시","서초구","효령로12길 26-8","방배동",37.4774834,126.9894038
"노인요양공동생활가정","D","보통","2016","수시평가","플러스요양원",9,9,0,0,"02-934-7004","서울특별시","노원구","상계로9길 23","상계동",37.6582057,127.0660962
"노인요양공동생활가정","D","보통","2016","수시평가","한마음너싱홈",9,9,0,0,"02-2215-0174","서울특별시","성동구","용답중앙길 91","용답동",37.5621256,127.0552286
"노인요양시설(개정법)","D","보통","2016","수시평가","한마음노인전문요양원",26,15,11,0,"02-2607-7315","서울특별시","강서구","초록마을로14길 44","화곡동",37.5409646,126.8480894
"노인요양시설(개정법)","D","보통","2016","수시평가","한사랑실버케어요양원",29,30,-1,0,"02-3394-4560","서울특별시","동대문구","장한로28길 56","장안동",37.5726193,127.0750552
"노인요양시설(개정법)","D","보통","2016","수시평가","한세노인복지센터",29,25,4,0,"02-438-1020","서울특별시","중랑구","신내로 50-5","신내동, 3층",37.6037186,127.0962053
"노인요양시설(개정법)","D","보통","2016","수시평가","홍은노인요양시설",21,21,0,2,"02-391-1355","서울특별시","서대문구","홍은중앙로9길 21","홍은동",37.6003957,126.9482024
"노인요양공동생활가정","E","미흡","2016","수시평가","황금나무너싱홈",9,8,1,0,"02-428-9987","서울특별시","강동구","고덕로27길 33-27 101호","암사동, 신동아빌라트",37.5560659,127.1382593
"노인요양공동생활가정","E","미흡","2016","수시평가","효노인복지센터",9,8,1,0,"02-946-1313","서울특별시","강북구","오현로 194 2층","번동",37.6288395,127.0398598
"노인요양공동생활가정","E","미흡","2016","수시평가","효드림노인요양센터",9,9,0,0,"02-335-0305","서울특별시","양천구","곰달래로 47 2층","신월동, 백석빌딩",37.5301925,126.8378508
"노인요양공동생활가정","E","미흡","2016","수시평가","효심노인요양공동생활가정2",9,9,0,0,"02-987-8879","서울특별시","강북구","삼양로77가길 9 2층","수유동",37.6295318,127.0170239
"노인요양공동생활가정","E","미흡","2016","수시평가","효심원",9,8,1,0,"02-2254-0833","서울특별시","중구","청구로17길 98","신당동",37.5569531,127.0110446
"노인요양공동생활가정","D","보통","2016","수시평가","효원노인복지센터A",9,9,0,0,"02-438-0606","서울특별시","중랑구","상봉중앙로1길 12","상봉동, 세광빌딩3층",37.5995979,127.0873868
"노인요양공동생활가정","D","보통","2016","수시평가","효원노인복지센터B",9,9,0,0,"02-438-0606","서울특별시","중랑구","상봉중앙로1길 12","상봉동, 세광빌딩3층",37.5995979,127.0873868
"노인요양공동생활가정","D","보통","2016","수시평가","효원노인복지센터C",9,8,1,0,"02-438-0606","서울특별시","중랑구","상봉중앙로1길 12","상봉동, 세광빌딩4층",37.5995979,127.0873868
"노인요양공동생활가정","D","보통","2016","수시평가","효원노인복지센터D",9,9,0,0,"02-438-0606","서울특별시","중랑구","상봉중앙로1길 12","상봉동, 세광빌딩4층",37.5995979,127.0873868
"노인요양공동생활가정","신설기관",NA,NA,NA,"(협)노인돌봄은평요양원",9,9,0,0,"070-8808-9929","서울특별시","은평구","가좌로 306 3층","신사동",37.5951389,126.9111241
"노인요양공동생활가정","신설기관",NA,NA,NA,"(협)효마을 중랑 노인요양공동생활가정",9,8,1,0,"070-7603-8100","서울특별시","중랑구","용마공원로3길 24-10 지층","망우동",NA,NA
"노인요양공동생활가정","신설기관",NA,NA,NA,"(협)효마을은평노인요양공동생활가정",9,7,2,1,"070-7603-8102","서울특별시","은평구","가좌로 306 4층","신사동",37.5951389,126.9111241
"노인요양공동생활가정","신설기관",NA,NA,NA,"참좋은요양원",9,9,0,3,"02-373-5371","서울특별시","은평구","가좌로 306 2층","신사동",37.5951389,126.9111241
"노인요양공동생활가정","신설기관",NA,NA,NA,"(협)효마을서대문노인요양공동생활가정2호",9,0,0,0,"070-7603-7105","서울특별시","서대문구","응암로 145 2층","북가좌동",37.5853072,126.9149731
"노인요양공동생활가정","신설기관",NA,NA,NA,"21세기요양원 노인요양공동생활가정",9,9,0,0,"02-835-2730","서울특별시","영등포구","도신로 69 4층","도림동",37.5062991,126.9000684
"노인요양시설(개정법)","신설기관",NA,NA,NA,"A+도봉재활요양원",41,40,1,2,"02-3494-6101","서울특별시","도봉구","도봉로152길 26 6층","방학동",37.6691927,127.0452616
"노인요양시설(개정법)","신설기관",NA,NA,NA,"A+행복한그린요양원",20,14,6,0,"02-951-3877","서울특별시","노원구","동일로230나길 23","상계동",37.6725652,127.05758
"노인요양시설(개정법)","신설기관",NA,NA,NA,"A플러스노아실버요양원",29,29,0,0,"02-955-7773","서울특별시","도봉구","마들로 649-20 7층","방학동",37.6682737,127.0448279
"노인요양시설(개정법)","신설기관",NA,NA,NA,"love사랑맞이요양원",24,24,0,7,"02-955-3322","서울특별시","도봉구","마들로 649-20 8층","방학동",37.6682737,127.0448279
"노인요양공동생활가정","신설기관",NA,NA,NA,"가나안요양원",9,8,1,0,"02-868-5004","서울특별시","관악구","조원로 24 601호호","신림동, 새한빌딩",30.0092011,31.20721
"노인요양공동생활가정","신설기관",NA,NA,NA,"가락사랑요양원",9,8,1,0,"02-403-0311","서울특별시","송파구","오금로36길 57","가락동",37.4988095,127.1223462
"노인요양공동생활가정","신설기관",NA,NA,NA,"가온요양원",9,9,0,0,"02-951-3001","서울특별시","노원구","노원로 479 5층","상계동, 대광빌딩",37.658837,127.0645832
"노인요양공동생활가정","신설기관",NA,NA,NA,"가온요양원1",9,9,0,0,"02-6959-8078","서울특별시","강북구","한천로 1075 3층","수유동",37.6421199,127.0234039
"노인요양공동생활가정","신설기관",NA,NA,NA,"가온요양원2",9,9,0,0,"02-951-3004","서울특별시","노원구","노원로 479 3층","상계동, 대광빌딩",37.658837,127.0645832
"노인요양공동생활가정","신설기관",NA,NA,NA,"가온요양원2",9,9,0,0,"02-6959-8078","서울특별시","강북구","한천로 1075 5층","수유동",37.6421199,127.0234039
"노인요양공동생활가정","신설기관",NA,NA,NA,"가원노인요양공동생활가정1호점",9,9,0,0,"02-956-9882","서울특별시","도봉구","방학로 169 5층","방학동",37.6621194,127.0333937
"노인요양공동생활가정","신설기관",NA,NA,NA,"가원노인요양공동생활가정2호점",9,9,0,0,"02-956-9883","서울특별시","도봉구","방학로 169 4층","방학동",37.6621194,127.0333937
"노인요양공동생활가정","신설기관",NA,NA,NA,"가인요양원",9,8,1,0,"02-990-5556","서울특별시","강북구","삼양로 437 2층","수유동",37.6423822,127.0162597
"노인요양공동생활가정","신설기관",NA,NA,NA,"가족사랑노인요양센터",9,8,1,2,"02-994-8655","서울특별시","강북구","월계로 75 4층","미아동, 동구빌딩",37.6132076,127.037322
"노인요양공동생활가정","신설기관",NA,NA,NA,"가족사랑노인요양원",8,7,1,0,"02-2608-6388","서울특별시","강서구","곰달래로 97","화곡동, BS타운 2층",37.5304572,126.84361
"노인요양공동생활가정","신설기관",NA,NA,NA,"가족사랑요양원",9,9,0,0,"02-403-0311","서울특별시","송파구","오금로36길 57 2층","가락동",37.4988095,127.1223462
"노인요양시설(개정법)","신설기관",NA,NA,NA,"가족사랑요양원",20,20,0,0,"02-999-8334","서울특별시","강북구","한천로 1108-1 2,3층","수유동, 은승빌딩",37.6397767,127.0255184
"노인요양시설(개정법)","신설기관",NA,NA,NA,"가족사랑요양원",29,14,15,3,"02-803-7707","서울특별시","금천구","시흥대로 214 10층","시흥동",37.4530099,126.9017478
"노인요양공동생활가정","신설기관",NA,NA,NA,"가천요양원",9,9,0,0,"02-3423-2220","서울특별시","중랑구","신내로14길 13 4층","신내동",37.6057899,127.0960704
"노인요양공동생활가정","신설기관",NA,NA,NA,"감나무노인요양공동생활가정",9,9,0,0,"02-962-7934","서울특별시","동대문구","휘경로12길 81","휘경동",37.5918642,127.0609606
"노인요양공동생활가정","신설기관",NA,NA,NA,"강남가정요양원3",9,8,1,0,"02-838-9992","서울특별시","금천구","독산로 290 3층","독산동",37.4725814,126.9033845
"노인요양공동생활가정","신설기관",NA,NA,NA,"강남가정요양원4",9,9,0,0,"02-838-9993","서울특별시","금천구","독산로 290 4층","독산동",37.4725814,126.9033845
"노인요양공동생활가정","신설기관",NA,NA,NA,"강남유명요양원",9,9,0,19,"02-445-3770","서울특별시","강남구","개포로140길 32 5층","일원동, 원효빌딩",37.493553,127.0865945
"노인요양공동생활가정","신설기관",NA,NA,NA,"강동천호실버센터1호",9,9,0,0,"02-483-0707","서울특별시","강동구","올림픽로 664 331호","천호동, 대우 한강 베네시티",37.5486728,127.1275525
"노인요양공동생활가정","신설기관",NA,NA,NA,"강동천호실버센터2호",9,9,0,0,"02-483-0707","서울특별시","강동구","올림픽로 664 332호","천호동, 대우 한강 베네시티",37.5486728,127.1275525
"노인요양공동생활가정","신설기관",NA,NA,NA,"강변케어센터2",9,8,1,0,"02-6405-7118","서울특별시","광진구","구의강변로 35 6층","구의동",37.5338928,127.0913471
"노인요양공동생활가정","신설기관",NA,NA,NA,"강북실버요양원",9,8,1,0,"02-956-7766","서울특별시","도봉구","도봉로 669 201동","방학동, 이정빌딩",37.6641938,127.0422642
"노인요양공동생활가정","신설기관",NA,NA,NA,"강북실버요양원2호점",9,9,0,0,"02-956-7766","서울특별시","도봉구","도봉로 669 201호","방학동, 이정빌딩",NA,NA
"노인요양공동생활가정","신설기관",NA,NA,NA,"강북요양원",9,0,0,0,"02-954-4100","서울특별시","도봉구","도봉로 669 5층501호","방학동, 이정빌딩",37.6641938,127.0422642
