시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
경상북도,고령군,기초,남자,65-69세,8,3,0,1,1,1,0,4
경상북도,고령군,기초,남자,70-74세,10,4,0,0,3,0,1,4
경상북도,고령군,기초,남자,75-79세,10,6,0,2,2,2,0,4
경상북도,고령군,기초,남자,80-84세,8,4,0,0,3,1,0,4
경상북도,고령군,기초,남자,85세이상,2,1,0,0,0,1,0,0
경상북도,고령군,기초,여자,65세미만,3,2,0,0,2,0,0,1
경상북도,고령군,기초,여자,65-69세,15,6,1,0,2,2,1,8
경상북도,고령군,기초,여자,70-74세,30,12,1,3,3,5,0,16
경상북도,고령군,기초,여자,75-79세,40,16,1,2,9,4,0,16
경상북도,고령군,기초,여자,80-84세,35,18,2,3,4,8,1,14
경상북도,고령군,기초,여자,85세이상,33,25,2,5,9,8,1,4
경상북도,고령군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,고령군,의료,남자,65-69세,1,0,0,0,0,0,0,1
경상북도,고령군,의료,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,고령군,의료,남자,75-79세,0,0,0,0,0,0,0,0
경상북도,고령군,의료,남자,80-84세,1,0,0,0,0,0,0,1
경상북도,고령군,의료,남자,85세이상,2,1,0,0,0,1,0,1
경상북도,고령군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,고령군,의료,여자,65-69세,1,1,0,0,1,0,0,0
경상북도,고령군,의료,여자,70-74세,1,0,0,0,0,0,0,1
경상북도,고령군,의료,여자,75-79세,8,6,0,1,3,2,0,2
경상북도,고령군,의료,여자,80-84세,10,4,0,1,1,2,0,5
경상북도,고령군,의료,여자,85세이상,3,3,0,0,1,1,1,0
경상북도,고령군,감경,남자,65세미만,4,3,0,0,2,1,0,1
경상북도,고령군,감경,남자,65-69세,3,3,0,0,1,2,0,0
경상북도,고령군,감경,남자,70-74세,7,6,1,0,2,3,0,1
경상북도,고령군,감경,남자,75-79세,12,9,0,1,4,3,1,2
경상북도,고령군,감경,남자,80-84세,4,3,0,2,0,1,0,1
경상북도,고령군,감경,남자,85세이상,6,6,0,2,2,2,0,0
경상북도,고령군,감경,여자,65세미만,8,7,0,0,3,4,0,1
경상북도,고령군,감경,여자,65-69세,1,0,0,0,0,0,0,1
경상북도,고령군,감경,여자,70-74세,12,8,1,2,2,3,0,4
경상북도,고령군,감경,여자,75-79세,19,15,2,1,3,9,0,3
경상북도,고령군,감경,여자,80-84세,42,37,0,6,11,17,3,2
경상북도,고령군,감경,여자,85세이상,41,38,2,7,18,11,0,0
경상북도,성주군,일반,남자,65세미만,9,7,0,1,4,2,0,2
경상북도,성주군,일반,남자,65-69세,30,10,0,1,2,7,0,10
경상북도,성주군,일반,남자,70-74세,51,25,1,1,14,8,1,13
경상북도,성주군,일반,남자,75-79세,68,45,1,9,20,13,2,13
경상북도,성주군,일반,남자,80-84세,53,29,1,2,8,15,3,17
경상북도,성주군,일반,남자,85세이상,72,38,2,6,9,19,2,18
경상북도,성주군,일반,여자,65세미만,13,4,2,0,0,2,0,3
경상북도,성주군,일반,여자,65-69세,33,9,0,0,2,6,1,12
경상북도,성주군,일반,여자,70-74세,84,33,5,2,4,16,6,28
경상북도,성주군,일반,여자,75-79세,176,72,2,4,20,41,5,54
경상북도,성주군,일반,여자,80-84세,223,113,5,10,35,51,12,63
경상북도,성주군,일반,여자,85세이상,256,164,8,15,63,72,6,34
경상북도,성주군,기초,남자,65세미만,15,6,0,1,3,1,1,6
경상북도,성주군,기초,남자,65-69세,6,1,0,0,1,0,0,4
경상북도,성주군,기초,남자,70-74세,8,3,0,0,0,3,0,4
경상북도,성주군,기초,남자,75-79세,19,10,0,1,6,3,0,6
경상북도,성주군,기초,남자,80-84세,7,4,1,1,0,2,0,3
경상북도,성주군,기초,남자,85세이상,4,3,0,1,0,2,0,0
경상북도,성주군,기초,여자,65세미만,5,2,0,0,1,1,0,2
경상북도,성주군,기초,여자,65-69세,12,6,0,0,3,2,1,5
경상북도,성주군,기초,여자,70-74세,23,7,0,2,2,2,1,11
경상북도,성주군,기초,여자,75-79세,43,20,2,1,3,13,1,11
경상북도,성주군,기초,여자,80-84세,39,20,2,0,5,12,1,12
경상북도,성주군,기초,여자,85세이상,54,37,2,7,8,15,5,6
경상북도,성주군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,성주군,의료,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,성주군,의료,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,성주군,의료,남자,75-79세,1,0,0,0,0,0,0,0
경상북도,성주군,의료,남자,80-84세,0,0,0,0,0,0,0,0
경상북도,성주군,의료,남자,85세이상,1,0,0,0,0,0,0,1
경상북도,성주군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,성주군,의료,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,성주군,의료,여자,70-74세,0,0,0,0,0,0,0,0
경상북도,성주군,의료,여자,75-79세,6,1,0,0,0,1,0,3
경상북도,성주군,의료,여자,80-84세,6,3,0,0,1,2,0,0
경상북도,성주군,의료,여자,85세이상,3,3,1,0,1,1,0,0
경상북도,성주군,감경,남자,65세미만,2,1,0,0,1,0,0,0
경상북도,성주군,감경,남자,65-69세,7,6,0,2,2,2,0,0
경상북도,성주군,감경,남자,70-74세,5,3,0,0,1,2,0,1
경상북도,성주군,감경,남자,75-79세,10,10,1,1,4,3,1,0
경상북도,성주군,감경,남자,80-84세,10,8,0,0,5,3,0,2
경상북도,성주군,감경,남자,85세이상,12,12,0,0,4,8,0,0
경상북도,성주군,감경,여자,65세미만,2,2,1,0,0,1,0,0
경상북도,성주군,감경,여자,65-69세,7,5,0,2,1,2,0,1
경상북도,성주군,감경,여자,70-74세,4,4,1,0,2,1,0,0
경상북도,성주군,감경,여자,75-79세,39,35,2,1,11,18,3,0
경상북도,성주군,감경,여자,80-84세,49,41,1,4,12,22,2,2
경상북도,성주군,감경,여자,85세이상,84,80,1,9,31,33,6,2
경상북도,칠곡군,일반,남자,65세미만,26,15,0,1,7,6,1,6
경상북도,칠곡군,일반,남자,65-69세,42,20,0,2,11,6,1,10
경상북도,칠곡군,일반,남자,70-74세,45,26,3,6,10,6,1,9
경상북도,칠곡군,일반,남자,75-79세,92,54,3,9,17,18,7,16
경상북도,칠곡군,일반,남자,80-84세,78,49,1,2,22,18,6,10
경상북도,칠곡군,일반,남자,85세이상,72,56,1,7,21,20,7,10
경상북도,칠곡군,일반,여자,65세미만,26,17,1,4,6,6,0,4
경상북도,칠곡군,일반,여자,65-69세,53,16,2,3,6,5,0,15
경상북도,칠곡군,일반,여자,70-74세,128,70,4,16,17,28,5,32
경상북도,칠곡군,일반,여자,75-79세,257,150,11,16,51,59,13,61
경상북도,칠곡군,일반,여자,80-84세,281,179,10,19,59,78,13,54
경상북도,칠곡군,일반,여자,85세이상,317,238,9,35,95,81,18,34
경상북도,칠곡군,기초,남자,65세미만,27,16,2,4,5,4,1,9
경상북도,칠곡군,기초,남자,65-69세,18,7,0,1,2,4,0,7
경상북도,칠곡군,기초,남자,70-74세,16,7,0,0,2,5,0,6
경상북도,칠곡군,기초,남자,75-79세,22,15,0,2,8,5,0,4
경상북도,칠곡군,기초,남자,80-84세,16,8,0,2,3,2,1,5
경상북도,칠곡군,기초,남자,85세이상,7,5,0,0,2,3,0,0
경상북도,칠곡군,기초,여자,65세미만,11,8,2,2,2,2,0,2
경상북도,칠곡군,기초,여자,65-69세,41,11,1,0,5,3,2,23
경상북도,칠곡군,기초,여자,70-74세,46,17,0,2,8,4,3,25
경상북도,칠곡군,기초,여자,75-79세,93,41,3,5,18,14,1,39
경상북도,칠곡군,기초,여자,80-84세,77,43,4,5,15,17,2,23
경상북도,칠곡군,기초,여자,85세이상,73,52,9,9,15,15,4,9
경상북도,칠곡군,의료,남자,65세미만,1,0,0,0,0,0,0,0
경상북도,칠곡군,의료,남자,65-69세,1,1,0,0,1,0,0,0
경상북도,칠곡군,의료,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,칠곡군,의료,남자,75-79세,1,0,0,0,0,0,0,1
경상북도,칠곡군,의료,남자,80-84세,3,2,0,0,2,0,0,0
경상북도,칠곡군,의료,남자,85세이상,1,1,0,0,1,0,0,0
경상북도,칠곡군,의료,여자,65세미만,1,1,1,0,0,0,0,0
경상북도,칠곡군,의료,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,칠곡군,의료,여자,70-74세,1,1,0,0,0,0,1,0
경상북도,칠곡군,의료,여자,75-79세,5,2,0,0,0,2,0,1
경상북도,칠곡군,의료,여자,80-84세,14,7,0,4,1,1,1,4
경상북도,칠곡군,의료,여자,85세이상,6,5,1,1,0,2,1,1
경상북도,칠곡군,감경,남자,65세미만,6,5,0,0,4,0,1,0
경상북도,칠곡군,감경,남자,65-69세,5,4,1,2,1,0,0,1
경상북도,칠곡군,감경,남자,70-74세,8,6,0,0,3,2,1,0
경상북도,칠곡군,감경,남자,75-79세,11,10,1,1,3,4,1,0
경상북도,칠곡군,감경,남자,80-84세,12,12,0,3,3,5,1,0
경상북도,칠곡군,감경,남자,85세이상,17,15,1,2,5,6,1,0
경상북도,칠곡군,감경,여자,65세미만,2,1,0,0,1,0,0,0
경상북도,칠곡군,감경,여자,65-69세,11,7,0,1,4,2,0,3
경상북도,칠곡군,감경,여자,70-74세,21,14,2,3,5,2,2,5
경상북도,칠곡군,감경,여자,75-79세,38,30,2,5,9,10,4,2
경상북도,칠곡군,감경,여자,80-84세,63,58,8,7,20,18,5,3
경상북도,칠곡군,감경,여자,85세이상,91,88,4,21,32,27,4,1
경상북도,예천군,일반,남자,65세미만,11,6,1,0,3,2,0,1
경상북도,예천군,일반,남자,65-69세,39,22,2,2,10,7,1,6
경상북도,예천군,일반,남자,70-74세,66,34,3,7,13,10,1,14
경상북도,예천군,일반,남자,75-79세,111,55,5,6,21,18,5,25
경상북도,예천군,일반,남자,80-84세,105,57,3,7,14,29,4,27
경상북도,예천군,일반,남자,85세이상,92,56,0,10,19,23,4,18
경상북도,예천군,일반,여자,65세미만,12,7,3,0,1,3,0,3
경상북도,예천군,일반,여자,65-69세,59,21,1,4,6,8,2,11
경상북도,예천군,일반,여자,70-74세,139,53,4,3,23,19,4,38
경상북도,예천군,일반,여자,75-79세,265,123,11,11,23,65,13,81
경상북도,예천군,일반,여자,80-84세,287,163,10,11,47,73,22,73
경상북도,예천군,일반,여자,85세이상,299,206,15,21,63,86,21,49
경상북도,예천군,기초,남자,65세미만,10,6,1,2,2,1,0,1
경상북도,예천군,기초,남자,65-69세,10,4,0,1,1,2,0,4
경상북도,예천군,기초,남자,70-74세,22,8,0,3,2,3,0,9
경상북도,예천군,기초,남자,75-79세,9,5,0,0,4,0,1,3
경상북도,예천군,기초,남자,80-84세,8,6,0,0,3,3,0,2
경상북도,예천군,기초,남자,85세이상,4,2,0,0,1,0,1,1
경상북도,예천군,기초,여자,65세미만,10,5,2,0,3,0,0,2
경상북도,예천군,기초,여자,65-69세,20,10,1,1,3,5,0,8
경상북도,예천군,기초,여자,70-74세,34,14,3,2,3,5,1,13
경상북도,예천군,기초,여자,75-79세,62,24,0,4,6,13,1,25
경상북도,예천군,기초,여자,80-84세,54,25,1,5,5,11,3,19
경상북도,예천군,기초,여자,85세이상,77,57,0,10,20,25,2,8
경상북도,예천군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,예천군,의료,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,예천군,의료,남자,70-74세,2,0,0,0,0,0,0,1
경상북도,예천군,의료,남자,75-79세,1,0,0,0,0,0,0,1
경상북도,예천군,의료,남자,80-84세,0,0,0,0,0,0,0,0
경상북도,예천군,의료,남자,85세이상,2,1,0,0,1,0,0,0
경상북도,예천군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,예천군,의료,여자,65-69세,1,0,0,0,0,0,0,0
경상북도,예천군,의료,여자,70-74세,1,0,0,0,0,0,0,0
경상북도,예천군,의료,여자,75-79세,3,0,0,0,0,0,0,0
경상북도,예천군,의료,여자,80-84세,11,6,0,1,2,2,1,4
경상북도,예천군,의료,여자,85세이상,6,5,0,2,0,2,1,1
경상북도,예천군,감경,남자,65세미만,3,3,1,0,0,2,0,0
경상북도,예천군,감경,남자,65-69세,7,7,1,2,2,2,0,0
경상북도,예천군,감경,남자,70-74세,5,4,1,1,2,0,0,0
경상북도,예천군,감경,남자,75-79세,14,14,1,3,4,5,1,0
경상북도,예천군,감경,남자,80-84세,14,13,3,2,2,6,0,0
경상북도,예천군,감경,남자,85세이상,19,16,0,5,5,6,0,0
경상북도,예천군,감경,여자,65세미만,5,4,0,1,2,1,0,0
경상북도,예천군,감경,여자,65-69세,7,5,0,0,1,4,0,1
경상북도,예천군,감경,여자,70-74세,18,18,1,1,3,8,5,0
경상북도,예천군,감경,여자,75-79세,22,19,0,0,7,8,4,1
경상북도,예천군,감경,여자,80-84세,56,55,4,7,16,21,7,1
경상북도,예천군,감경,여자,85세이상,80,76,4,10,24,32,6,1
경상북도,봉화군,일반,남자,65세미만,7,3,0,0,2,1,0,3
경상북도,봉화군,일반,남자,65-69세,12,5,0,1,3,1,0,3
경상북도,봉화군,일반,남자,70-74세,27,10,1,2,5,2,0,10
경상북도,봉화군,일반,남자,75-79세,53,23,0,6,12,5,0,22
경상북도,봉화군,일반,남자,80-84세,55,30,3,7,12,8,0,15
경상북도,봉화군,일반,남자,85세이상,48,31,0,2,16,13,0,9
경상북도,봉화군,일반,여자,65세미만,8,3,1,0,1,1,0,2
경상북도,봉화군,일반,여자,65-69세,27,13,0,5,3,5,0,9
경상북도,봉화군,일반,여자,70-74세,65,20,2,5,3,7,3,29
경상북도,봉화군,일반,여자,75-79세,134,60,0,9,22,27,2,55
경상북도,봉화군,일반,여자,80-84세,143,79,9,5,32,27,6,36
경상북도,봉화군,일반,여자,85세이상,158,118,4,18,53,39,4,25
경상북도,봉화군,기초,남자,65세미만,7,2,0,0,1,0,1,3
경상북도,봉화군,기초,남자,65-69세,6,1,0,0,1,0,0,4
경상북도,봉화군,기초,남자,70-74세,12,6,0,0,2,4,0,3
경상북도,봉화군,기초,남자,75-79세,11,5,0,0,1,4,0,4
경상북도,봉화군,기초,남자,80-84세,8,5,0,2,0,3,0,2
경상북도,봉화군,기초,남자,85세이상,9,3,0,1,2,0,0,6
경상북도,봉화군,기초,여자,65세미만,8,7,2,2,1,2,0,1
경상북도,봉화군,기초,여자,65-69세,14,7,0,1,3,3,0,6
경상북도,봉화군,기초,여자,70-74세,25,10,0,0,9,1,0,10
경상북도,봉화군,기초,여자,75-79세,38,11,0,2,5,3,1,17
경상북도,봉화군,기초,여자,80-84세,39,22,1,6,9,6,0,10
경상북도,봉화군,기초,여자,85세이상,65,43,4,6,18,15,0,14
경상북도,봉화군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,남자,75-79세,1,0,0,0,0,0,0,0
경상북도,봉화군,의료,남자,80-84세,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,남자,85세이상,2,2,0,0,0,1,1,0
경상북도,봉화군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,70-74세,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,75-79세,1,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,80-84세,3,2,0,0,2,0,0,1
경상북도,봉화군,의료,여자,85세이상,3,2,0,1,1,0,0,1
경상북도,봉화군,감경,남자,65세미만,1,1,0,0,0,1,0,0
경상북도,봉화군,감경,남자,65-69세,2,1,0,0,0,1,0,0
경상북도,봉화군,감경,남자,70-74세,7,4,0,1,1,2,0,1
경상북도,봉화군,감경,남자,75-79세,6,5,0,0,1,4,0,0
경상북도,봉화군,감경,남자,80-84세,6,6,1,0,2,2,1,0
경상북도,봉화군,감경,남자,85세이상,8,8,1,2,1,4,0,0
경상북도,봉화군,감경,여자,65세미만,2,2,0,0,1,1,0,0
경상북도,봉화군,감경,여자,65-69세,5,3,0,1,0,2,0,1
경상북도,봉화군,감경,여자,70-74세,5,5,1,0,1,3,0,0
경상북도,봉화군,감경,여자,75-79세,19,17,3,2,5,6,1,2
경상북도,봉화군,감경,여자,80-84세,45,41,1,6,13,20,1,2
경상북도,봉화군,감경,여자,85세이상,56,54,1,20,17,14,2,1
경상북도,울진군,일반,남자,65세미만,16,7,0,3,3,1,0,3
경상북도,울진군,일반,남자,65-69세,23,9,1,2,1,5,0,7
경상북도,울진군,일반,남자,70-74세,45,17,0,2,6,8,1,16
경상북도,울진군,일반,남자,75-79세,80,30,0,3,9,17,1,33
경상북도,울진군,일반,남자,80-84세,94,50,0,7,15,26,2,33
경상북도,울진군,일반,남자,85세이상,62,33,2,5,9,16,1,21
경상북도,울진군,일반,여자,65세미만,6,3,0,0,3,0,0,1
경상북도,울진군,일반,여자,65-69세,45,10,0,0,3,6,1,16
경상북도,울진군,일반,여자,70-74세,103,29,2,2,9,15,1,37
경상북도,울진군,일반,여자,75-79세,213,108,3,14,22,64,5,61
경상북도,울진군,일반,여자,80-84세,260,152,3,9,39,90,11,66
경상북도,울진군,일반,여자,85세이상,259,171,4,13,45,102,7,52
경상북도,울진군,기초,남자,65세미만,21,9,1,0,5,3,0,9
경상북도,울진군,기초,남자,65-69세,21,4,1,1,1,1,0,11
경상북도,울진군,기초,남자,70-74세,23,12,2,1,6,3,0,8
경상북도,울진군,기초,남자,75-79세,23,8,1,1,1,5,0,13
경상북도,울진군,기초,남자,80-84세,26,14,0,4,1,8,1,11
경상북도,울진군,기초,남자,85세이상,8,2,0,0,0,2,0,6
경상북도,울진군,기초,여자,65세미만,12,5,1,1,2,1,0,6
경상북도,울진군,기초,여자,65-69세,37,7,0,0,1,5,1,20
경상북도,울진군,기초,여자,70-74세,51,14,0,2,2,9,1,26
경상북도,울진군,기초,여자,75-79세,89,40,0,2,14,23,1,37
경상북도,울진군,기초,여자,80-84세,83,39,0,1,5,29,4,33
경상북도,울진군,기초,여자,85세이상,109,69,4,5,14,43,3,25
경상북도,울진군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,울진군,의료,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,울진군,의료,남자,70-74세,1,0,0,0,0,0,0,1
경상북도,울진군,의료,남자,75-79세,0,0,0,0,0,0,0,0
경상북도,울진군,의료,남자,80-84세,0,0,0,0,0,0,0,0
경상북도,울진군,의료,남자,85세이상,3,2,0,0,1,1,0,1
경상북도,울진군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,울진군,의료,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,울진군,의료,여자,70-74세,3,0,0,0,0,0,0,1
경상북도,울진군,의료,여자,75-79세,4,1,0,0,1,0,0,1
경상북도,울진군,의료,여자,80-84세,5,2,0,0,1,1,0,1
경상북도,울진군,의료,여자,85세이상,1,1,0,1,0,0,0,0
경상북도,울진군,감경,남자,65세미만,3,2,1,0,0,1,0,0
경상북도,울진군,감경,남자,65-69세,5,4,0,0,2,2,0,1
경상북도,울진군,감경,남자,70-74세,5,5,0,1,2,1,1,0
경상북도,울진군,감경,남자,75-79세,17,11,1,1,3,6,0,3
경상북도,울진군,감경,남자,80-84세,13,9,1,1,2,5,0,1
경상북도,울진군,감경,남자,85세이상,12,12,1,3,6,2,0,0
경상북도,울진군,감경,여자,65세미만,1,1,0,0,0,1,0,0
경상북도,울진군,감경,여자,65-69세,9,5,1,1,1,2,0,3
경상북도,울진군,감경,여자,70-74세,21,14,2,0,3,8,1,4
경상북도,울진군,감경,여자,75-79세,29,23,1,4,8,8,2,5
경상북도,울진군,감경,여자,80-84세,75,65,2,3,13,43,4,6
경상북도,울진군,감경,여자,85세이상,116,100,0,15,31,52,2,9
경상북도,울릉군,일반,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,울릉군,일반,남자,65-69세,5,1,0,1,0,0,0,4
경상북도,울릉군,일반,남자,70-74세,4,2,0,0,0,2,0,1
경상북도,울릉군,일반,남자,75-79세,8,1,0,0,0,1,0,6
경상북도,울릉군,일반,남자,80-84세,3,1,1,0,0,0,0,2
경상북도,울릉군,일반,남자,85세이상,5,5,0,0,1,4,0,0
경상북도,울릉군,일반,여자,65세미만,3,0,0,0,0,0,0,3
경상북도,울릉군,일반,여자,65-69세,7,0,0,0,0,0,0,6
경상북도,울릉군,일반,여자,70-74세,14,2,0,0,0,2,0,9
경상북도,울릉군,일반,여자,75-79세,13,2,0,0,0,2,0,8
경상북도,울릉군,일반,여자,80-84세,17,6,0,0,1,4,1,7
경상북도,울릉군,일반,여자,85세이상,21,10,0,2,4,4,0,6
경상북도,울릉군,기초,남자,65세미만,4,3,2,0,1,0,0,1
경상북도,울릉군,기초,남자,65-69세,2,0,0,0,0,0,0,1
경상북도,울릉군,기초,남자,70-74세,2,2,0,0,2,0,0,0
경상북도,울릉군,기초,남자,75-79세,5,2,0,0,0,2,0,3
경상북도,울릉군,기초,남자,80-84세,5,3,0,0,1,2,0,2
경상북도,울릉군,기초,남자,85세이상,3,2,0,0,1,1,0,1
경상북도,울릉군,기초,여자,65세미만,1,1,1,0,0,0,0,0
경상북도,울릉군,기초,여자,65-69세,1,0,0,0,0,0,0,1
경상북도,울릉군,기초,여자,70-74세,3,3,0,1,1,1,0,0
경상북도,울릉군,기초,여자,75-79세,5,2,0,0,1,1,0,2
경상북도,울릉군,기초,여자,80-84세,2,0,0,0,0,0,0,1
경상북도,울릉군,기초,여자,85세이상,9,7,1,1,1,4,0,2
경상북도,울릉군,의료,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,남자,75-79세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,남자,80-84세,1,0,0,0,0,0,0,1
경상북도,울릉군,의료,남자,85세이상,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,70-74세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,75-79세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,80-84세,0,0,0,0,0,0,0,0
경상북도,울릉군,의료,여자,85세이상,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,남자,65세미만,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,남자,65-69세,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,남자,70-74세,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,남자,75-79세,2,2,1,0,1,0,0,0
경상북도,울릉군,감경,남자,80-84세,2,2,0,0,2,0,0,0
경상북도,울릉군,감경,남자,85세이상,1,1,0,0,1,0,0,0
경상북도,울릉군,감경,여자,65세미만,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,여자,65-69세,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,여자,70-74세,1,1,1,0,0,0,0,0
경상북도,울릉군,감경,여자,75-79세,1,0,0,0,0,0,0,1
경상북도,울릉군,감경,여자,80-84세,2,2,0,0,1,0,1,0
경상북도,울릉군,감경,여자,85세이상,12,11,4,1,2,4,0,0
경상남도,창원시,일반,남자,65세미만,227,111,15,15,44,35,2,40
경상남도,창원시,일반,남자,65-69세,384,176,15,22,85,49,5,84
경상남도,창원시,일반,남자,70-74세,424,222,11,29,83,89,10,77
경상남도,창원시,일반,남자,75-79세,543,277,21,37,96,108,15,85
경상남도,창원시,일반,남자,80-84세,501,278,12,37,95,116,18,80
경상남도,창원시,일반,남자,85세이상,380,232,8,36,82,97,9,52
경상남도,창원시,일반,여자,65세미만,253,142,14,14,67,45,2,56
경상남도,창원시,일반,여자,65-69세,546,188,12,21,58,87,10,138
경상남도,창원시,일반,여자,70-74세,1028,367,26,38,105,169,29,269
경상남도,창원시,일반,여자,75-79세,1752,822,53,91,249,363,66,372
경상남도,창원시,일반,여자,80-84세,2017,1130,71,132,332,526,69,309
경상남도,창원시,일반,여자,85세이상,1814,1255,71,195,440,501,48,165
경상남도,창원시,기초,남자,65세미만,141,65,5,8,26,24,2,47
경상남도,창원시,기초,남자,65-69세,121,40,4,6,14,16,0,50
경상남도,창원시,기초,남자,70-74세,109,46,3,5,16,21,1,39
경상남도,창원시,기초,남자,75-79세,100,45,3,3,18,18,3,25
경상남도,창원시,기초,남자,80-84세,66,39,4,3,10,22,0,12
경상남도,창원시,기초,남자,85세이상,33,20,0,4,8,8,0,7
경상남도,창원시,기초,여자,65세미만,96,47,1,8,16,20,2,28
경상남도,창원시,기초,여자,65-69세,158,43,1,3,12,25,2,66
경상남도,창원시,기초,여자,70-74세,245,93,6,9,32,43,3,80
경상남도,창원시,기초,여자,75-79세,355,156,10,18,47,75,6,107
경상남도,창원시,기초,여자,80-84세,395,221,11,25,72,97,16,91
경상남도,창원시,기초,여자,85세이상,366,265,21,51,70,112,11,40
경상남도,창원시,의료,남자,65세미만,3,2,0,0,0,2,0,0
경상남도,창원시,의료,남자,65-69세,4,2,0,0,1,1,0,1
경상남도,창원시,의료,남자,70-74세,8,4,0,2,0,1,1,3
경상남도,창원시,의료,남자,75-79세,4,2,0,0,2,0,0,1
경상남도,창원시,의료,남자,80-84세,8,4,0,0,3,1,0,1
경상남도,창원시,의료,남자,85세이상,16,15,1,2,6,5,1,0
경상남도,창원시,의료,여자,65세미만,1,0,0,0,0,0,0,0
경상남도,창원시,의료,여자,65-69세,2,0,0,0,0,0,0,1
경상남도,창원시,의료,여자,70-74세,19,4,0,1,1,2,0,5
경상남도,창원시,의료,여자,75-79세,41,9,0,2,4,3,0,9
경상남도,창원시,의료,여자,80-84세,52,30,1,6,8,14,1,9
경상남도,창원시,의료,여자,85세이상,27,18,2,5,6,3,2,4
경상남도,창원시,감경,남자,65세미만,48,38,5,5,20,8,0,6
경상남도,창원시,감경,남자,65-69세,29,25,3,7,12,3,0,1
경상남도,창원시,감경,남자,70-74세,45,37,2,4,12,19,0,2
경상남도,창원시,감경,남자,75-79세,57,45,2,7,18,13,5,3
경상남도,창원시,감경,남자,80-84세,64,57,3,4,21,27,2,0
경상남도,창원시,감경,남자,85세이상,55,49,1,6,23,15,4,3
경상남도,창원시,감경,여자,65세미만,36,31,6,6,9,10,0,2
경상남도,창원시,감경,여자,65-69세,43,31,1,4,12,13,1,5
경상남도,창원시,감경,여자,70-74세,115,88,6,17,26,36,3,12
경상남도,창원시,감경,여자,75-79세,230,187,8,25,65,72,17,13
경상남도,창원시,감경,여자,80-84세,308,261,17,30,89,106,19,11
경상남도,창원시,감경,여자,85세이상,419,387,25,66,138,149,9,8
경상남도,진주시,일반,남자,65세미만,91,51,2,3,24,21,1,18
경상남도,진주시,일반,남자,65-69세,126,69,13,4,19,31,2,27
경상남도,진주시,일반,남자,70-74세,214,117,10,19,47,37,4,38
경상남도,진주시,일반,남자,75-79세,271,174,10,19,65,72,8,49
경상남도,진주시,일반,남자,80-84세,262,163,11,16,45,72,19,39
경상남도,진주시,일반,남자,85세이상,203,148,7,28,38,60,15,27
경상남도,진주시,일반,여자,65세미만,87,46,9,5,13,17,2,29
경상남도,진주시,일반,여자,65-69세,218,82,8,8,22,36,8,74
경상남도,진주시,일반,여자,70-74세,377,177,7,23,51,73,23,103
경상남도,진주시,일반,여자,75-79세,742,397,30,40,108,163,56,189
